subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0007027,vortioxetine,nonalcoholic steatohepatitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0956,0.015,0.176,"[0.015,0.176]",0.02,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0007186,vortioxetine,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0877,0.009,0.166,"[0.009,0.166]",0.029,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0021187,vortioxetine,hyperlipidemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0863,0.036,0.137,"[0.036,0.137]",0.001,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005392,vortioxetine,scoliosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0852,-0.019,0.189,"[-0.019,0.189]",0.109,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005180,vortioxetine,parkinsons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0848,0.028,0.142,"[0.028,0.142]",0.003,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0004981,vortioxetine,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0738,-0.32,0.468,"[-0.32,0.468]",0.714,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005133,vortioxetine,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0735,0.002,0.145,"[0.002,0.145]",0.044,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0002406,vortioxetine,eczema,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.07,-0.282,0.422,"[-0.282,0.422]",0.697,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005404,vortioxetine,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0697,-0.062,0.202,"[-0.062,0.202]",0.301,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0002277,vortioxetine,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0494,-0.075,0.174,"[-0.075,0.174]",0.438,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0011786,vortioxetine,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0429,-0.124,0.21,"[-0.124,0.21]",0.614,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005146,vortioxetine,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0429,-0.117,0.203,"[-0.117,0.203]",0.599,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,vortioxetine,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0266,-0.41,0.464,"[-0.41,0.464]",0.905,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0002046,vortioxetine,alcohol abuse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0251,-0.091,0.142,"[-0.091,0.142]",0.673,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0003620,vortioxetine,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0197,-0.621,0.661,"[-0.621,0.661]",0.952,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0008399,vortioxetine,sarcoidosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0171,-0.12,0.154,"[-0.12,0.154]",0.807,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0004979,vortioxetine,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0152,-0.093,0.123,"[-0.093,0.123]",0.783,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005364,vortioxetine,graves disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0147,-0.484,0.513,"[-0.484,0.513]",0.954,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0004975,vortioxetine,alzheimers disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0124,-0.922,0.947,"[-0.922,0.947]",0.979,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0019369,vortioxetine,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0054,-0.081,0.092,"[-0.081,0.092]",0.902,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005300,vortioxetine,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0031,-0.591,0.597,"[-0.591,0.597]",0.992,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,MONDO:0005302,vortioxetine,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0023,-1.33,1.334,"[-1.33,1.334]",0.997,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0259875,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,vortioxetine,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.873560223,0.0012,-0.478,0.48,"[-0.478,0.48]",0.996,51100,21765100,21816200,"Sample size with vortioxetine, approximately: 51100","Sample size without vortioxetine, approximately: 21765100",All patients number is approximately: 21816200,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0008599,vilazodone,trigeminal neuralgia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.5626,0.521,0.604,"[0.521,0.604]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0000424,vilazodone,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.4249,0.349,0.501,"[0.349,0.501]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0043693,vilazodone,alcoholic liver disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.3381,0.271,0.406,"[0.271,0.406]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0005364,vilazodone,graves disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.2041,0.121,0.287,"[0.121,0.287]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,vilazodone,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.1714,0.126,0.217,"[0.126,0.217]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0005178,vilazodone,osteoarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.125,0.07,0.181,"[0.07,0.181]",1.00E-04,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0004979,vilazodone,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.1058,-0.268,0.479,"[-0.268,0.479]",0.579,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,MONDO:0002406,vilazodone,eczema,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.0909,0.027,0.155,"[0.027,0.155]",0.005,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:6918314,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,vilazodone,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.877515021,0.0578,-0.124,0.239,"[-0.124,0.239]",0.533,39300,21770700,21810000,"Sample size with vilazodone, approximately: 39300","Sample size without vilazodone, approximately: 21770700",All patients number is approximately: 21810000,,infores:isb-EHRMLA-data,prediction,computational_model
